symbol,index_names,index_slugs,sector_hints,index_count,dominant_sector_hint,last_updated
360ONE,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
3MINDIA,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY MNC,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_mnc,,5,,2026-06-30
AADHARHFC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
AARTIIND,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
AAVAS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ABB,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MNC|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_energy|nifty_largemidcap_250|nifty_mnc|nifty_next_50,ENERGY,7,ENERGY,2026-06-30
ABBOTINDIA,NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY MNC|NIFTY PHARMA,nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_mnc|nifty_pharma,HEALTHCARE|PHARMA,7,HEALTHCARE,2026-06-30
ABCAPITAL,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
ABDL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ABFRL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ABLBL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ABREL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY REALTY|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_realty|nifty_smallcap_100|nifty_smallcap_250,REALTY,5,REALTY,2026-06-30
ABSLAMC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ACC,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
ACE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ACMESOLAR,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ACUTAAS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ADANIENSOL,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_energy|nifty_largemidcap_250|nifty_next_50,ENERGY,7,ENERGY,2026-06-30
ADANIENT,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY METAL,nifty_100|nifty_200|nifty_50|nifty_500|nifty_largemidcap_250|nifty_metal,METAL,6,METAL,2026-06-30
ADANIGREEN,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_energy|nifty_largemidcap_250|nifty_next_50,ENERGY,7,ENERGY,2026-06-30
ADANIPORTS,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_largemidcap_250,,5,,2026-06-30
ADANIPOWER,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_energy|nifty_largemidcap_250|nifty_next_50,ENERGY,7,ENERGY,2026-06-30
AEGISLOG,NIFTY 500|NIFTY ENERGY|NIFTY MIDSMALLCAP 400|NIFTY OIL & GAS|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_energy|nifty_midsmallcap_400|nifty_oil_gas|nifty_smallcap_100|nifty_smallcap_250,ENERGY,6,ENERGY,2026-06-30
AEGISVOPAK,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY OIL & GAS|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_oil_gas|nifty_smallcap_250,ENERGY,4,ENERGY,2026-06-30
AFCONS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
AFFLE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
AIAENG,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
AIIL,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
AJANTPHARM,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_pharma,PHARMA,5,PHARMA,2026-06-30
ALKEM,NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400|nifty_pharma,HEALTHCARE|PHARMA,9,HEALTHCARE,2026-06-30
AMBER,NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_consumer_durables|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,FMCG,5,FMCG,2026-06-30
AMBUJACEM,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY MNC|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_mnc|nifty_next_50,,7,,2026-06-30
ANANDRATHI,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
ANANTRAJ,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY REALTY|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_realty|nifty_smallcap_100|nifty_smallcap_250,REALTY,5,REALTY,2026-06-30
ANGELONE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
ANTHEM,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
ANURAS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
APARINDS,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
APLAPOLLO,NIFTY 200|NIFTY 500|NIFTY COMMODITIES|NIFTY LARGEMIDCAP 250|NIFTY METAL|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_commodities|nifty_largemidcap_250|nifty_metal|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,METAL,9,METAL,2026-06-30
APOLLOHOSP,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_healthcare_index|nifty_largemidcap_250,HEALTHCARE,6,HEALTHCARE,2026-06-30
APOLLOTYRE,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
APTUS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
ARE&M,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
ASAHIINDIA,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
ASHOKLEY,NIFTY 200|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400|NIFTY MNC,nifty_200|nifty_500|nifty_auto|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400|nifty_mnc,AUTO,9,AUTO,2026-06-30
ASIANPAINT,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_largemidcap_250,,5,,2026-06-30
ASTERDM,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
ASTRAL,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
ATGL,NIFTY 200|NIFTY 500|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY OIL & GAS,nifty_200|nifty_500|nifty_energy|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400|nifty_oil_gas,ENERGY,8,ENERGY,2026-06-30
ATHERENERG,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
ATUL,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
AUBANK,NIFTY 200|NIFTY 500|NIFTY BANK|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_bank|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,BANKING,8,BANKING,2026-06-30
AUROPHARMA,NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400|nifty_pharma,HEALTHCARE|PHARMA,9,HEALTHCARE,2026-06-30
AWL,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY MNC,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400|nifty_mnc,,5,,2026-06-30
AXISBANK,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY BANK|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_bank|nifty_financial_services_25_50|nifty_largemidcap_250,BANKING|FINANCIAL_SERVICES,7,BANKING,2026-06-30
BAJAJ-AUTO,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_auto|nifty_largemidcap_250,AUTO,6,AUTO,2026-06-30
BAJAJFINSV,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250,FINANCIAL_SERVICES,6,FINANCIAL_SERVICES,2026-06-30
BAJAJHFL,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
BAJAJHLDNG,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50,nifty_100|nifty_200|nifty_500|nifty_largemidcap_250|nifty_next_50,,5,,2026-06-30
BAJFINANCE,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY FINANCIAL SERVICES 25/50|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_financial_services_25_50|nifty_largemidcap_250,FINANCIAL_SERVICES,6,FINANCIAL_SERVICES,2026-06-30
BALKRISIND,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
BALRAMCHIN,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
BANDHANBNK,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
BANKBARODA,NIFTY 100|NIFTY 200|NIFTY 500|NIFTY BANK|NIFTY LARGEMIDCAP 250|NIFTY NEXT 50|NIFTY PSU BANK,nifty_100|nifty_200|nifty_500|nifty_bank|nifty_largemidcap_250|nifty_next_50|nifty_psu_bank,BANKING,7,BANKING,2026-06-30
BANKINDIA,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY PSU BANK,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400|nifty_psu_bank,BANKING,7,BANKING,2026-06-30
BATAINDIA,NIFTY 500|NIFTY CONSUMER DURABLES|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_consumer_durables|nifty_midsmallcap_400|nifty_smallcap_250,FMCG,4,FMCG,2026-06-30
BAYERCROP,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
BBTC,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
BDL,NIFTY 200|NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400,,6,,2026-06-30
BEL,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY CPSE|NIFTY LARGEMIDCAP 250|NIFTY PSE,nifty_100|nifty_200|nifty_50|nifty_500|nifty_cpse|nifty_largemidcap_250|nifty_pse,,7,,2026-06-30
BELRISE,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
BEML,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
BERGEPAINT,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
BHARATFORG,NIFTY 200|NIFTY 500|NIFTY AUTO|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400,nifty_200|nifty_500|nifty_auto|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400,AUTO,8,AUTO,2026-06-30
BHARTIARTL,NIFTY 100|NIFTY 200|NIFTY 50|NIFTY 500|NIFTY LARGEMIDCAP 250,nifty_100|nifty_200|nifty_50|nifty_500|nifty_largemidcap_250,,5,,2026-06-30
BHARTIHEXA,NIFTY 500|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400,nifty_500|nifty_largemidcap_250|nifty_midcap_150|nifty_midsmallcap_400,,4,,2026-06-30
BHEL,NIFTY 200|NIFTY 500|NIFTY ENERGY|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDCAP 50|NIFTY MIDSMALLCAP 400|NIFTY PSE,nifty_200|nifty_500|nifty_energy|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midcap_50|nifty_midsmallcap_400|nifty_pse,ENERGY,9,ENERGY,2026-06-30
BIKAJI,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
BIOCON,NIFTY 200|NIFTY 500|NIFTY HEALTHCARE INDEX|NIFTY LARGEMIDCAP 250|NIFTY MIDCAP 100|NIFTY MIDCAP 150|NIFTY MIDSMALLCAP 400|NIFTY PHARMA,nifty_200|nifty_500|nifty_healthcare_index|nifty_largemidcap_250|nifty_midcap_100|nifty_midcap_150|nifty_midsmallcap_400|nifty_pharma,HEALTHCARE|PHARMA,8,HEALTHCARE,2026-06-30
BLS,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 100|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_100|nifty_smallcap_250,,4,,2026-06-30
BLUEDART,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
BLUEJET,NIFTY 500|NIFTY MIDSMALLCAP 400|NIFTY SMALLCAP 250,nifty_500|nifty_midsmallcap_400|nifty_smallcap_250,,3,,2026-06-30
